QID	Guest Tokens	Guest HLs	Host Tokens	Host HLs	Vote
NPR-3764-14	"[""That's"", 'insufficient.', 'The', 'Iraqi', 'forces', 'are', 'currently', 'engaged', 'in', 'close', 'combat', 'with', 'ISIS', 'forces.', 'They', 'are', 'incapable', 'without', 'the', 'American', 'assistance', 'of', 'intelligence', 'assets', 'that', 'American', 'advisers', ""can't"", 'have', 'immediate', 'access', 'to.', 'Communications', 'devices', 'have', 'allowed', 'us', 'to', 'talk', 'to', 'airplanes', 'and', 'multiply', 'the', 'effectiveness', 'of', 'the', 'airstrikes', 'that', ""we're"", 'currently', 'making.', 'There', 'is', 'going', 'to', 'be', 'a', 'cost', 'associated', 'with', 'this,', 'but', ""there's"", 'also', 'some', 'urgency', 'here.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0, 0, 0, 0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]	"[""You're"", 'calling', 'for', 'another', 'war', 'in', 'Iraq?']"	[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5]	[2, 9]
CNN-61850-11	"['Well,', 'two', 'grounds.', 'The', 'first', 'ground', ""they're"", 'asking', 'for', 'is', 'that', 'some', 'jurors', 'have', 'apparently', 'come', 'forward', 'and', 'said', 'they', ""didn't"", 'realize', 'the', 'implications', 'of', 'their', 'decision.', 'They', ""didn't"", 'think', 'the', 'verdict', 'was', 'correct,', 'in', 'supporting', 'of', 'the', 'evidence.', 'They', 'want', 'to', 'interview', 'all', 'the', 'jurors', 'and', 'have', 'the', 'verdict', 'set', 'aside', 'on', 'that', 'ground.', 'The', 'other', 'ground', 'is', 'the', 'one', 'we', 'were', 'always', 'talking', 'about', 'which', 'was,', 'How', 'can', 'a', 'prosecutor', 'prosecute', 'the', 'same', 'murder', 'under', 'two,', 'separate', 'contradictory,', 'theories?', 'One', 'theory,', 'that', 'Ricky', 'Chavis', 'did', 'it,', 'the', 'other', 'theory', 'that', 'the', 'boys', 'did', 'it.', 'I', 'think', 'this', 'judge', 'has', 'already', 'rejected', 'that', 'theory,', 'so', '--', ""he's"", 'rejected', 'that', 'defense', 'saying', 'the', 'prosecution', ""can't"", 'do', 'that.', 'So', ""it's"", 'unlikely', ""he'll"", 'grant', 'a', 'new', 'trial.', 'But', 'I', 'think', 'as', 'the', 'appeals', 'process', 'begins,', 'that', 'certainly', 'likely', 'to', 'be', 'at', 'the', 'center', 'of', 'the', ""boys'"", 'case.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['So', 'if', 'there', 'is', 'a', 'retrial,', 'Jeffrey,', 'does', 'it', 'change', 'the', 'nature', 'of', 'the', 'charges', 'and', 'the', 'possible', 'sentencing', 'then?']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
NPR-12213-3	"['Well,', 'here', 'in', 'Lebanon,', 'it', 'is', 'dire.', 'In', 'fact,', 'UNICEF', 'officials', 'say', 'that', '10,000', 'children', 'are', 'at', 'risk', 'because', 'of', 'this', 'freezing', 'cold.', 'Inside', 'Syria,', 'an', 'activist', 'group', 'posted', 'videos', 'of', 'eight', 'children', '-', 'mostly', 'infants', '-', 'who', 'froze', 'to', 'death.', 'This', 'is', 'the', 'worst', 'winter', 'storm', 'in', 'decades.', 'Even', 'here', 'in', 'Beirut', 'last', 'night,', 'we', 'walked', 'home', 'in', 'a', 'freezing', 'hailstorm.', 'Now,', ""we're"", 'on', 'the', 'coast.', 'Syrian', 'refugees', 'living', 'in', 'higher', 'altitudes,', ""they're"", 'trudging', 'through', 'the', 'snow', 'looking', 'for', 'anything', 'to', 'burn', 'to', 'keep', 'warm.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Aid', 'agencies', 'have', 'been', 'preparing', 'for', 'the', 'winter', 'for', 'the', 'past', 'few', 'weeks.', 'Why', 'have', 'they', 'not', 'been', 'able', 'to', 'get', 'warm', 'clothing,', 'if', 'not', 'at', 'least', 'heat,', 'to', 'a', 'lot', 'of', 'the', 'refugees?']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
CNN-33404-3	"[""There's"", 'really', 'three', 'ways', 'to', 'buy', 'airline', 'tickets.', 'One', 'is', 'an', 'online', 'Web', 'site,', 'the', 'airlines', 'or', 'a', 'travel', 'agency,', 'and', 'right', 'now,', 'Linda,', 'I', 'recommend', 'you', 'compare', 'all', 'three.', 'And', 'one', 'thing', 'that', 'if', 'you', 'have', 'already', 'bought', 'a', 'ticket', 'and', 'now', 'that', ""there's"", 'a', 'sale', 'on,', 'check', 'the', 'price.', 'If', 'the', 'price', 'has', 'dropped', 'on', 'your', 'ticket,', 'and', 'you', 'still', 'qualify', 'for', 'this', 'lower', 'price,', 'you', 'can', 'get', 'your', 'money', 'back', 'in', 'the', 'form', 'of', 'a', 'voucher.']"	[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0.3, 0.3, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 0.3, 0.4, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.6, 0.6, 0.8, 0.8, 0.8, 0.8, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4]	"['Now,', ""that's"", 'interesting', 'because', ""I've"", 'never', 'really', 'heard', 'that', 'before.', 'How', 'do', 'you', 'go', 'about', 'that', 'process?', 'If', 'you', 'have', 'a', 'ticket', 'and', 'think', 'you', 'could', 'have', 'saved', 'had', 'you', 'waited,', 'how', 'do', 'you', 'get', 'money', 'back?']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2, 0.3, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6, 0.6, 0.6, 0.6, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7, 0.7, 0.7]	[10, 13]
CNN-185406-7	"['Well,', 'we', 'were', 'doing', 'the', 'mock', 'photo', 'shoot', 'to', 'show', '""Seventeen""', 'that', 'we', 'love', 'ourselves,', 'just', 'the', 'way', 'we', 'are', 'and', 'we', ""don't"", 'need', 'photo', 'shop', 'to', 'fix', 'us.']"	[0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]	"['So', 'not', 'only', 'are', 'you', 'doing', 'this', 'mock', 'photo', 'shoot', 'but', 'you', 'at', '14', 'years', 'of', 'age', 'get', 'this', 'meeting', 'with', 'the', 'head', 'of', '""Seventeen""', 'magazine', 'and', 'how', 'did', 'it', 'go', 'and', 'let', 'me', 'also', 'ask', 'you', 'this.', 'I', 'know', 'you', 'want', 'to', 'have', 'at', 'least', 'one', 'spread', 'per', 'month', 'unaltered.', 'Did', 'she', 'agree', 'to', 'that?']"	[0, 0, 0, 0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0, 0, 0, 0, 0]	[3, 3]
CNN-182566-9	['Again,', 'this', 'is', 'under', 'investigation,', 'Wolf.', 'But', 'it', 'appears', 'that', 'this', 'was', 'the', 'actions', 'of', 'a', 'single', 'soldier.']	[0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['When', 'you', 'say', 'the', 'investigation', 'is', 'under', 'way,', 'who', 'is', 'taking', 'the', 'lead', 'in', 'the', 'investigation?']	[0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 3]
NPR-40437-10	['I', 'think', 'it', 'would', 'be', 'a', 'vote', 'of', 'confidence', 'in', 'how', 'much', 'the', 'US', '', '', '', '', '', 'economy', 'seems', 'to', 'be', 'able', 'to', 'adjust', 'to', 'shocks,', 'even', 'those', 'as', 'great', 'as', '', '', '', '', '', 'Katrina.']	[0, 0, 0, 0, 0, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Would', 'the', 'Fed', 'be', 'right', 'to', 'have', 'faith', 'in', 'the', 'resilience', 'of', 'the', '', '', '', '', '', 'economy', 'right', 'now?']	[0, 0, 0, 0, 0, 0, 0.42857142857142855, 0.7142857142857143, 0.5714285714285714, 0.8571428571428571, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]	[7, 15]
NPR-2979-7	"['(Laughter)', 'Yeah.', 'I', ""don't"", 'think', 'I', 'can', 'get', 'away', 'with', 'it.', 'He', 'used', 'data', 'from', 'the', 'Bureau', 'of', 'Transportation', 'Statistics', 'that', 'looked', 'at', '6', 'million', 'domestic', 'flights', 'that', 'were', 'taken', 'last', 'year.', 'And', 'he', 'looked', 'at', 'those', 'stats', 'to', 'see', 'which', 'airlines', 'and', 'which', 'roots', 'had', 'the', 'most', 'delays', 'and', 'which', 'ones', 'were', 'the', 'fastest.', 'And', ""that's"", 'where', 'we', 'get', 'this', 'number', 'from.', 'Overall,', 'there', 'were', '115', 'million', 'minutes', 'of', 'delays.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	['All', 'right,', 'so', 'that', '115', 'million', 'minutes', 'of', 'delays.', 'That', 'is', 'a', 'lot', 'of', 'minutes.', 'Why?']	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]	[3, 3]
CNN-26647-3	"[""We've"", '--', 'a', 'total', 'of', '76', 'patients', 'have', 'been', 'taken', 'to', 'six', 'hospitals', 'immediately', 'around', 'the', 'crash', 'scene.', 'We', 'think', 'the', 'latest', 'information', 'is', 'that', 'around', '30', 'of', 'those', 'are', 'seriously', 'injured.', 'The', 'latest', 'figure', 'that', 'we', 'have', 'on', 'those', 'dead', 'at', 'the', 'scene', 'is', '15,', 'but', 'we', 'fear', 'that', 'that', 'number', 'may', 'rise.', 'All', 'those', 'who', 'were', 'alive', 'have', 'been', 'recovered', 'from', 'the', 'wreckage', 'of', 'the', 'trains.', 'However,', 'we', 'do', 'fear', 'that', 'there', 'will', 'be', 'more', 'bodies', 'inside.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['So', ""you're"", 'saying', 'that', 'everybody', 'is', 'now', 'out', 'of', 'the', 'trains?']"	[0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[3, 3]
CNN-187362-7	"['Romney', 'would', 'be', 'tougher', 'on', 'those', 'measures', 'and', 'more,', 'like', 'I', 'mentioned.', 'And', 'by', 'the', 'way,', 'one', 'thing', ""that's"", 'happened', 'in', 'the', 'last', '24', 'and', '48', 'hours', 'is', 'increasing', 'concerns', 'and', 'allegations', 'that', 'the', 'White', 'House', 'or', 'people', 'connected', 'to', 'the', 'White', 'House', 'are', 'intentionally', 'leaking', 'this', 'kind', 'of', 'information', 'to', 'show', 'the', ""president's"", 'tough,', 'perhaps', 'for', 'political', 'game.', ""They're"", 'allegations', 'at', 'this', 'point,', 'but', 'if', 'any', 'of', 'that', 'is', 'true,', 'Wolf,', 'it', 'is', 'a', 'very', 'charge', 'and', 'a', 'very', 'serious', 'circumstance.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['A', 'bipartisan', 'concern.', ""We're"", 'going', 'to', 'have', 'Senator', 'Dianne', 'Feinstein,', 'the', 'chair', 'of', 'the', 'Senate', 'Intelligence', 'Committee.', ""She's"", 'here', 'in', 'the', 'next', 'hour.', ""We're"", 'going', 'to', 'talk', 'specifically', 'about', 'that', 'concern.', ""Let's"", 'talk', 'about', 'taxes', 'and', 'the', 'domestic', 'economic', 'policy', 'right', 'now.', 'I', 'remember', 'vividly,', 'you', 'were', 'at', 'that', 'debate.', 'You', 'raised', 'your', 'hand', 'when', 'the', 'moderator', 'asked', 'if', 'you', 'would', '--', 'all', 'of', 'the', 'Republican', 'presidential', 'candidates', '--', 'would', 'support', '$10', 'in', 'spending', 'cuts', '--', 'spending', 'cuts', '--', 'and', 'only', 'one', 'dollar', 'in', 'potential', 'tax', 'increases,', 'and', 'you', 'said', 'no.', 'Jon', 'Huntsman', 'said', 'since', 'then', 'it', 'was', 'a', 'mistake.', 'You', 'would', 'accept', '$10', 'in', 'federal', 'spending', 'cuts', 'for', '$1', 'of', 'increased', 'taxes', 'on', 'rich', 'people?']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
CNN-231880-9	"['Well', 'I', 'mean', 'what', 'we', 'decided', 'to', 'do', 'is', 'and', 'it', 'really', 'is', 'kind', 'of', 'a', 'mirror', 'of', 'what', ""we've"", 'done', 'in', 'the', 'past.', 'Any', 'time', 'we', 'go', 'into', 'a', 'restaurant', 'in', 'the', 'past,', ""it's"", 'with', 'the', 'blessing', 'of', 'the', 'manager', 'or', 'the', 'owner', 'of', 'the', 'business.', 'We', ""don't"", 'just', 'invite', 'ourselves', 'in.', 'Because', 'we', 'feel', 'as', 'if', 'private', 'property', 'rights', 'or', 'everybody', 'as', 'important', 'as', 'our', 'right', 'to', 'keep', 'and', 'bear', 'arms.', 'I', 'mean', ""it's"", 'our', 'inherent', 'right.', 'But', 'we', 'always', 'respect', 'the', 'rights', 'of', 'private', 'property', 'owners.', 'If', 'they', ""don't"", 'want', 'our', 'business,', ""we're"", 'happy', 'to', 'take', 'our', 'money', 'elsewhere.', ""That's"", 'always', 'been', 'the', 'case.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['So', 'before', 'you', 'demonstrate,', ""you're"", 'going', 'to', 'go', 'into', 'the', 'restaurant', 'and', 'ask', 'the', 'manager', 'hey', 'is', 'it', 'OK', 'if', 'we', 'bring', 'our', 'guns', 'in', 'your', 'restaurant', 'and', ""that's"", 'kind', 'of', 'how', 'it', 'will', 'work?']"	[0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 3]
CNN-386671-9	"['I', 'want', 'you', 'to', 'look', 'at', 'my', 'face', 'right', 'now.', 'This', 'is', 'the', 'face', 'of', 'someone', ""who's"", 'disgusted.', 'Turkey', 'is', 'garbage.', 'I', ""don't"", 'know', 'why', 'we', 'eat', 'it.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0]	['What?', 'Turkey', 'is', 'garbage?']	[0, 1.0, 1.0, 1.0]	[4, 5]
NPR-16743-3	"['So', 'North', 'Korea', 'usually', 'will', 'have', '-', 'either', 'it', 'will', 'happen', 'with', 'their', 'own', 'representatives', 'or', ""they'll"", 'have', '-', 'and', 'the', 'best', 'example', 'we', 'have', 'is', 'of', 'a', 'Chinese', 'company', 'and', 'individuals', 'that', 'will', 'set', 'up', 'front', 'companies', 'for', 'North', ""Korea's"", 'operation.', 'And', 'in', 'that', 'example,', 'North', 'Korea', 'provided', 'a', 'commodity', '-', 'in', 'this', 'case', 'coal', '-', 'for', 'sale', 'and', 'then', 'it', 'was', 'sold', 'likely', 'within', 'China.', 'And', 'that', 'money', 'was', 'held', 'inside', 'China', 'after', 'a', 'profit', 'taken', 'by', 'the', 'Chinese', 'companies.', 'And', 'then', 'what', 'North', 'Korea', 'essentially', 'had', 'was', 'a', 'pool', 'of', 'money', 'that', 'it', 'could', 'draw', 'from', 'to', 'purchase', 'materiel', 'or', 'luxury', 'goods', 'or', 'whatever', 'it', 'needed.', 'But', 'one', 'thing', 'it', 'did', 'not', 'purchase,', 'of', 'course,', 'was', 'food', 'or', 'medicine', 'or', 'other', 'types', 'of', 'material', 'for', 'their', 'own', 'people.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Shell', 'companies', 'are', 'not', 'in', 'and', 'of', 'themselves', 'illegal,', 'right?']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
